date,log
10/12/2007,9.590761139
11/12/2007,8.519590316
12/12/2007,8.183676583
13/12/2007,8.072467369
14/12/2007,7.893572074
15/12/2007,7.783640596
16/12/2007,8.414052432
17/12/2007,8.829226355
18/12/2007,8.382518288
19/12/2007,8.069655307
20/12/2007,7.879291485
21/12/2007,7.761744985
22/12/2007,7.529406458
23/12/2007,8.38526052
24/12/2007,8.620110725
25/12/2007,7.852439085
26/12/2007,7.853993087
27/12/2007,8.051978079
28/12/2007,7.926602599
29/12/2007,7.838343316
30/12/2007,9.703144581
31/12/2007,9.385972941
01/01/2008,8.293799609
02/01/2008,8.43468077
03/01/2008,8.262042844
04/01/2008,8.106816039
05/01/2008,7.950149888
06/01/2008,9.509259076
07/01/2008,8.846784667
08/01/2008,8.430545385
09/01/2008,8.248267447
10/01/2008,8.28172399
11/01/2008,8.292798858
12/01/2008,8.199189359
13/01/2008,9.996522419
14/01/2008,10.12707101
15/01/2008,8.933796044
16/01/2008,8.566173814
17/01/2008,8.547722396
18/01/2008,8.399760095
19/01/2008,8.223090551
20/01/2008,8.838986793
21/01/2008,10.89720218
22/01/2008,9.444938073
23/01/2008,8.923324744
24/01/2008,8.543445563
25/01/2008,8.495560891
26/01/2008,8.417372856
27/01/2008,8.572627898
28/01/2008,8.736489351
29/01/2008,8.634086943
30/01/2008,8.673512946
01/02/2008,8.824236617
02/02/2008,8.537975731
03/02/2008,9.698061122
04/02/2008,12.09745684
05/02/2008,10.63527836
06/02/2008,9.691716588
07/02/2008,9.315600883
08/02/2008,8.970813341
09/02/2008,8.589141691
10/02/2008,8.617400452
11/02/2008,8.616314282
12/02/2008,8.215547412
13/02/2008,8.064950892
14/02/2008,8.11342664
15/02/2008,7.799343398
16/02/2008,7.62754439
17/02/2008,7.555905094
18/02/2008,7.71154898
19/02/2008,7.788626066
20/02/2008,7.708410667
21/02/2008,7.768533301
22/02/2008,7.695303135
23/02/2008,7.378383713
24/02/2008,7.910590612
25/02/2008,7.626570206
26/02/2008,7.573531263
27/02/2008,7.567862605
29/02/2008,7.552237288
02/03/2008,7.336936914
05/03/2008,8.12474302
06/03/2008,7.887584032
07/03/2008,7.819636302
08/03/2008,7.383989458
09/03/2008,7.814399634
10/03/2008,7.542213463
11/03/2008,7.548555979
12/03/2008,7.688913337
13/03/2008,7.477038472
14/03/2008,7.358830898
15/03/2008,7.032624261
16/03/2008,7.118016204
17/03/2008,7.349873705
18/03/2008,7.326465614
19/03/2008,7.363913501
20/03/2008,7.277938573
21/03/2008,7.251344983
22/03/2008,7.002155954
23/03/2008,7.163946684
24/03/2008,7.759187439
25/03/2008,7.518607217
26/03/2008,7.41397029
27/03/2008,7.442492723
28/03/2008,7.228388452
29/03/2008,6.991176887
30/03/2008,7.211556733
31/03/2008,7.311218384
01/04/2008,7.349230825
02/04/2008,7.514254653
03/04/2008,7.393263095
04/04/2008,7.286191715
05/04/2008,7.273092596
06/04/2008,7.168579897
07/04/2008,7.611347717
08/04/2008,7.617759577
09/04/2008,7.425953657
10/04/2008,8.182000136
11/04/2008,7.399398083
12/04/2008,7.106606138
13/04/2008,7.080867897
14/04/2008,7.421177529
15/04/2008,7.491645474
16/04/2008,7.385851078
17/04/2008,7.68294317
18/04/2008,7.688913337
19/04/2008,7.259116128
20/04/2008,8.144969417
21/04/2008,8.713910628
22/04/2008,8.091015042
23/04/2008,7.840312983
24/04/2008,7.648739789
25/04/2008,8.020927719
26/04/2008,7.830028083
27/04/2008,7.72753511
28/04/2008,7.835974582
29/04/2008,7.626570206
30/04/2008,7.644440762
01/05/2008,7.548555979
02/05/2008,7.440733707
03/05/2008,7.073269717
04/05/2008,7.026426809
05/05/2008,7.392031568
06/05/2008,7.29301768
07/05/2008,7.361375429
08/05/2008,7.512617545
09/05/2008,7.460490306
10/05/2008,7.114769448
11/05/2008,7.125283092
12/05/2008,7.455876687
13/05/2008,7.317212408
14/05/2008,7.410347098
15/05/2008,7.402451521
16/05/2008,7.294377299
17/05/2008,6.989335266
18/05/2008,6.993015123
19/05/2008,7.431299675
20/05/2008,7.362010551
21/05/2008,7.454719949
22/05/2008,7.368339686
23/05/2008,7.143617603
24/05/2008,6.835184586
25/05/2008,6.89060912
26/05/2008,6.974478911
27/05/2008,7.26612878
28/05/2008,7.270312886
29/05/2008,7.265429723
30/05/2008,7.157735484
31/05/2008,6.865891075
03/06/2008,7.153833802
04/06/2008,7.216709487
05/06/2008,7.201916318
06/06/2008,7.212294469
07/06/2008,7.186144305
08/06/2008,6.820016365
09/06/2008,6.882437471
10/06/2008,7.183111702
11/06/2008,7.242797923
12/06/2008,7.192934221
13/06/2008,7.183870715
14/06/2008,6.970730078
15/06/2008,6.91770561
16/06/2008,7.222566019
17/06/2008,7.356918242
18/06/2008,7.242797923
19/06/2008,7.22329568
20/06/2008,7.163172391
21/06/2008,7.241366283
22/06/2008,6.986566459
23/06/2008,6.963189986
24/06/2008,7.250635512
25/06/2008,7.160845907
26/06/2008,7.132497552
27/06/2008,7.091742115
28/06/2008,7.012115294
29/06/2008,6.857514063
30/06/2008,6.827629235
02/07/2008,7.13009851
03/07/2008,7.277247727
04/07/2008,7.038783541
05/07/2008,6.89060912
06/07/2008,6.957497371
07/07/2008,7.295735073
08/07/2008,7.497207223
09/07/2008,7.310550159
10/07/2008,7.20489251
11/07/2008,7.222566019
12/07/2008,7.257707677
01/08/2008,7.425953657
02/08/2008,7.117205503
03/08/2008,7.249925537
04/08/2008,8.276903481
05/08/2008,7.60638739
06/08/2008,7.643961949
07/08/2008,8.012349639
08/08/2008,7.930206207
09/08/2008,7.508787171
10/08/2008,7.52131798
11/08/2008,7.589841512
12/08/2008,7.500529485
13/08/2008,7.370230642
14/08/2008,7.385230923
15/08/2008,7.302496424
16/08/2008,7.275172319
17/08/2008,7.392031568
18/08/2008,7.516977225
19/08/2008,7.909122183
20/08/2008,7.723120092
21/08/2008,7.670428522
22/08/2008,7.62900389
23/08/2008,7.430707083
24/08/2008,7.579678823
25/08/2008,7.948385285
26/08/2008,7.795646536
27/08/2008,8.007367068
28/08/2008,7.790696031
29/08/2008,7.832807517
30/08/2008,7.51479976
31/08/2008,7.62754439
01/09/2008,7.855157006
02/09/2008,7.964850887
03/09/2008,7.74586823
04/09/2008,8.08085642
05/09/2008,8.25997566
06/09/2008,7.769800996
07/09/2008,8.177515824
08/09/2008,9.281730368
09/09/2008,8.33854488
10/09/2008,7.830425618
11/09/2008,7.808729307
12/09/2008,7.816819966
13/09/2008,7.554858521
14/09/2008,8.555066844
15/09/2008,8.207946941
16/09/2008,8.083637203
17/09/2008,7.791109511
18/09/2008,7.670894831
19/09/2008,7.640123173
20/09/2008,7.550135342
21/09/2008,8.249313746
22/09/2008,8.303999971
23/09/2008,8.126813721
24/09/2008,7.70616297
25/09/2008,7.663877259
26/09/2008,7.526717561
27/09/2008,7.925880317
28/09/2008,7.921535632
29/09/2008,8.033982735
30/09/2008,7.725771442
01/10/2008,7.694392803
02/10/2008,7.449498005
03/10/2008,7.391415235
04/10/2008,7.34601021
05/10/2008,8.101374671
06/10/2008,8.156510226
07/10/2008,7.971085754
08/10/2008,7.872836175
09/10/2008,7.635303886
10/10/2008,7.58781722
11/10/2008,7.342131731
12/10/2008,8.177515824
13/10/2008,8.340933226
14/10/2008,8.476579509
15/10/2008,7.87359779
16/10/2008,7.717351272
17/10/2008,7.490529402
18/10/2008,7.375882148
19/10/2008,8.075582637
20/10/2008,8.165363632
23/10/2008,7.585281079
24/10/2008,7.607381426
25/10/2008,7.267525428
26/10/2008,8.040124664
27/10/2008,8.109224953
28/10/2008,8.806873267
29/10/2008,7.747164967
30/10/2008,7.480992163
31/10/2008,7.346655163
01/11/2008,7.247080585
02/11/2008,7.938088727
03/11/2008,9.035629778
04/11/2008,8.041091004
05/11/2008,7.406103381
06/11/2008,7.973844376
07/11/2008,7.768110379
08/11/2008,7.471363088
09/11/2008,8.030084094
10/11/2008,8.729397123
11/11/2008,7.93701749
12/11/2008,7.665284718
13/11/2008,7.580189418
14/11/2008,7.710653324
15/11/2008,7.261225092
16/11/2008,8.046549357
17/11/2008,8.093462275
18/11/2008,7.767263997
19/11/2008,7.496652438
20/11/2008,7.552237288
21/11/2008,7.497207223
22/11/2008,7.312553498
23/11/2008,7.938802248
24/11/2008,9.058703197
25/11/2008,8.194229305
26/11/2008,7.519149958
27/11/2008,7.551186867
28/11/2008,7.713784617
29/11/2008,7.605890001
30/11/2008,8.499029221
01/12/2008,8.291797105
02/12/2008,7.89469085
03/12/2008,7.790282381
04/12/2008,7.655390645
05/12/2008,7.610357618
06/12/2008,7.531016332
07/12/2008,8.231376046
08/12/2008,8.006700845
09/12/2008,7.858640656
10/12/2008,7.697121317
11/12/2008,7.595889918
12/12/2008,7.73587032
13/12/2008,7.351158226
14/12/2008,8.031385331
15/12/2008,8.394347361
16/12/2008,7.823645931
17/12/2008,8.08671792
18/12/2008,7.77148876
19/12/2008,8.688959234
20/12/2008,7.747164967
21/12/2008,7.960672608
22/12/2008,8.624611588
23/12/2008,7.996653875
24/12/2008,7.620705087
25/12/2008,7.431891917
26/12/2008,7.462789157
27/12/2008,7.448916103
28/12/2008,8.251403065
29/12/2008,8.555259392
30/12/2008,8.315811132
31/12/2008,8.309922989
01/01/2009,7.758760544
02/01/2009,8.808219665
03/01/2009,9.121946221
04/01/2009,10.15381816
05/01/2009,9.267854278
06/01/2009,8.434246271
07/01/2009,8.137688185
08/01/2009,8.04494705
09/01/2009,8.228977643
10/01/2009,8.141189793
11/01/2009,9.215626376
12/01/2009,8.732788325
13/01/2009,8.510168576
14/01/2009,8.104099056
15/01/2009,7.950149888
16/01/2009,7.852050207
17/01/2009,7.656337166
18/01/2009,8.044305407
19/01/2009,8.801017834
20/01/2009,7.829630389
21/01/2009,7.777373603
22/01/2009,7.93522954
23/01/2009,7.672292456
24/01/2009,7.38832786
25/01/2009,7.511524648
26/01/2009,7.663407665
27/01/2009,7.789454566
28/01/2009,7.807916629
29/01/2009,7.824845691
30/01/2009,7.906547232
31/01/2009,7.70210434
01/02/2009,8.477620416
02/02/2009,9.149528233
03/02/2009,8.062117583
04/02/2009,8.06652149
05/02/2009,8.059592329
06/02/2009,8.049427057
07/02/2009,7.762170607
08/02/2009,8.097730574
09/02/2009,8.018296139
10/02/2009,7.616775809
11/02/2009,7.842671475
12/02/2009,7.768533301
13/02/2009,7.530479995
14/02/2009,7.332369206
15/02/2009,7.224024808
16/02/2009,7.416378479
17/02/2009,7.427144133
18/02/2009,7.397561536
19/02/2009,7.495541944
20/02/2009,7.399398083
21/02/2009,7.008505182
22/02/2009,7.118016204
23/02/2009,7.483806688
24/02/2009,7.571473649
25/02/2009,7.648263031
26/02/2009,7.474204806
27/02/2009,7.472500745
28/02/2009,7.211556733
01/03/2009,7.343426229
02/03/2009,7.482118924
03/03/2009,7.410951876
04/03/2009,7.403061091
05/03/2009,7.452982329
06/03/2009,7.423568444
07/03/2009,7.085064294
08/03/2009,7.210818453
09/03/2009,7.356279877
10/03/2009,7.304515946
11/03/2009,7.46565531
12/03/2009,7.869019376
13/03/2009,7.248504072
14/03/2009,7.07834158
15/03/2009,7.221105098
16/03/2009,7.33432935
17/03/2009,7.292337176
18/03/2009,7.299121463
19/03/2009,7.283448229
20/03/2009,7.301822342
21/03/2009,7.062191632
22/03/2009,7.181591945
23/03/2009,7.505492275
24/03/2009,7.874739125
25/03/2009,7.578656851
26/03/2009,7.36707706
27/03/2009,7.257002707
28/03/2009,7.056175284
29/03/2009,7.502738211
30/03/2009,7.443078374
31/03/2009,7.481555702
01/04/2009,7.482118924
02/04/2009,7.519149958
03/04/2009,7.659642955
04/04/2009,7.244227516
05/04/2009,7.232733136
06/04/2009,7.342131731
07/04/2009,7.421177529
08/04/2009,7.492203043
09/04/2009,7.31521839
10/04/2009,7.141245122
11/04/2009,7.009408933
12/04/2009,7.087573706
13/04/2009,7.304515946
14/04/2009,7.374629015
15/04/2009,7.512617545
16/04/2009,7.517520851
17/04/2009,7.374001859
18/04/2009,7.141245122
19/04/2009,7.161622003
20/04/2009,7.484930283
21/04/2009,7.512617545
22/04/2009,7.444833274
23/04/2009,7.474204806
24/04/2009,7.671826798
25/04/2009,7.842278779
26/04/2009,7.924072325
27/04/2009,7.828436359
28/04/2009,7.586803535
29/04/2009,7.629975707
30/04/2009,7.709756864
01/05/2009,7.526717561
02/05/2009,7.193685818
03/05/2009,7.257707677
04/05/2009,7.454141078
05/05/2009,7.481555702
06/05/2009,7.559038255
07/05/2009,7.444833274
08/05/2009,7.337587744
09/05/2009,7.135687347
10/05/2009,7.085064294
11/05/2009,7.272398393
12/05/2009,7.510977752
13/05/2009,7.498869734
14/05/2009,7.444248649
15/05/2009,7.403061091
16/05/2009,6.91671502
17/05/2009,6.977281342
18/05/2009,7.482681828
19/05/2009,7.41397029
20/05/2009,7.372118028
21/05/2009,7.333676396
22/05/2009,7.395107547
23/05/2009,7.036148494
24/05/2009,6.874198495
25/05/2009,6.98471632
26/05/2009,7.455876687
27/05/2009,7.494986234
28/05/2009,7.331060305
29/05/2009,7.104965448
30/05/2009,6.993932975
31/05/2009,6.930494766
01/06/2009,7.218176838
02/06/2009,7.475905969
03/06/2009,7.364547014
04/06/2009,7.239932591
05/06/2009,7.309212366
06/06/2009,7.138867
07/06/2009,6.972606251
08/06/2009,7.188412736
09/06/2009,7.334981879
10/06/2009,7.33432935
11/06/2009,7.432483808
12/06/2009,7.391415235
13/06/2009,6.961296046
14/06/2009,7.021976423
15/06/2009,7.213768308
16/06/2009,7.509883061
17/06/2009,7.328437353
18/06/2009,7.496652438
19/06/2009,7.200424893
20/06/2009,7.084226422
21/06/2009,7.149131599
22/06/2009,7.25629724
23/06/2009,7.198183577
24/06/2009,7.288927695
25/06/2009,7.128495946
26/06/2009,7.082548569
27/06/2009,6.822197391
28/06/2009,6.947937069
29/06/2009,7.112327445
30/06/2009,7.199678346
01/07/2009,7.317212408
02/07/2009,7.098375639
03/07/2009,7.044905117
04/07/2009,7.304515946
05/07/2009,7.793586803
06/07/2009,7.805474625
07/07/2009,7.483244416
08/07/2009,7.356918242
09/07/2009,7.50714108
10/07/2009,7.375255778
11/07/2009,7.196686571
12/07/2009,7.22329568
13/07/2009,7.3524411
14/07/2009,7.317212408
15/07/2009,7.444248649
16/07/2009,7.355641103
17/07/2009,7.324489979
18/07/2009,7.214504414
19/07/2009,7.284134806
20/07/2009,7.54009032
21/07/2009,7.474772182
22/07/2009,7.829232538
23/07/2009,7.681099002
24/07/2009,7.729735331
25/07/2009,7.303170051
26/07/2009,7.282073658
27/07/2009,7.485491608
28/07/2009,7.618742378
29/07/2009,7.693937326
30/07/2009,7.539558829
31/07/2009,7.43838353
01/08/2009,7.273786318
02/08/2009,7.355641103
03/08/2009,7.658227526
04/08/2009,7.843456404
05/08/2009,8.368461138
06/08/2009,8.172164452
07/08/2009,7.811568489
08/08/2009,7.5750717
09/08/2009,7.658699558
10/08/2009,7.866338923
11/08/2009,7.78113851
12/08/2009,7.754910272
13/08/2009,7.708859601
14/08/2009,8.207129168
15/08/2009,7.71154898
16/08/2009,7.734558844
17/08/2009,7.967626739
18/08/2009,8.403800504
19/08/2009,8.292798858
20/08/2009,7.985484357
21/08/2009,8.67180091
22/08/2009,7.782390336
23/08/2009,7.786967003
24/08/2009,7.946617563
25/08/2009,8.173575487
26/08/2009,7.809541325
27/08/2009,7.803026644
28/08/2009,8.051340933
29/08/2009,7.973155433
30/08/2009,7.869019376
31/08/2009,8.16251625
01/09/2009,8.040124664
02/09/2009,7.963460067
03/09/2009,7.838343316
04/09/2009,7.913155186
05/09/2009,7.953318347
06/09/2009,8.076204527
07/09/2009,7.982416347
08/09/2009,8.1285852
09/09/2009,7.954723334
10/09/2009,8.110126802
11/09/2009,8.213652703
12/09/2009,8.046869511
13/09/2009,8.924257021
14/09/2009,8.617219505
15/09/2009,8.519590316
16/09/2009,8.014335737
17/09/2009,8.057694195
18/09/2009,8.104401308
19/09/2009,7.993957548
20/09/2009,8.431853144
21/09/2009,9.738200088
22/09/2009,10.17998228
24/09/2009,8.361941906
28/09/2009,9.948843254
29/09/2009,8.759040728
30/09/2009,8.251663924
01/10/2009,8.078688229
02/10/2009,8.173575487
03/10/2009,7.889084407
04/10/2009,9.099855639
05/10/2009,9.406564834
06/10/2009,9.16440114
07/10/2009,8.487352349
08/10/2009,8.431417414
09/10/2009,8.277666161
10/10/2009,8.312135108
11/10/2009,8.790116893
12/10/2009,10.28003865
13/10/2009,9.075779879
17/10/2009,8.699181359
18/10/2009,9.086589565
19/10/2009,8.861491864
20/10/2009,8.544419178
21/10/2009,8.447628728
22/10/2009,8.252706677
23/10/2009,8.109826276
24/10/2009,8.136810864
25/10/2009,8.726805608
26/10/2009,9.382695764
27/10/2009,8.578288291
28/10/2009,8.238801166
29/10/2009,8.122371243
30/10/2009,8.055157732
31/10/2009,7.832410927
01/11/2009,8.897545599
02/11/2009,8.725669706
03/11/2009,8.564076777
04/11/2009,8.219056661
05/11/2009,8.147577736
06/11/2009,8.001355026
07/11/2009,7.789454566
08/11/2009,8.811950178
09/11/2009,9.002208578
10/11/2009,8.593042504
11/11/2009,8.281977059
12/11/2009,8.465057437
13/11/2009,8.494743063
14/11/2009,8.405143688
16/11/2009,10.55869919
17/11/2009,9.124564595
18/11/2009,8.731820583
19/11/2009,8.528924114
20/11/2009,8.50512061
21/11/2009,8.276394705
23/11/2009,9.123910644
24/11/2009,8.585972707
25/11/2009,8.315566484
26/11/2009,8.66112036
27/11/2009,8.925720274
28/11/2009,8.441391478
29/11/2009,9.227787286
30/11/2009,9.264733856
01/12/2009,9.274910143
02/12/2009,8.392989588
03/12/2009,8.585225602
04/12/2009,8.423761247
05/12/2009,8.337827262
06/12/2009,9.059750013
07/12/2009,9.29825967
08/12/2009,8.761863373
09/12/2009,8.507546814
10/12/2009,8.399310151
11/12/2009,8.523572798
12/12/2009,8.379539026
13/12/2009,9.091106284
14/12/2009,9.76198159
15/12/2009,8.929567708
16/12/2009,8.530701541
17/12/2009,8.587092319
18/12/2009,9.797849221
19/12/2009,8.664750756
20/12/2009,9.17232693
21/12/2009,9.20140053
22/12/2009,9.330520532
23/12/2009,8.684570301
24/12/2009,8.502485563
25/12/2009,8.28878581
26/12/2009,8.298041661
27/12/2009,9.16293425
28/12/2009,9.547954813
29/12/2009,9.017240942
30/12/2009,8.784927626
31/12/2009,8.386628821
01/01/2010,8.334471555
02/01/2010,8.536014946
03/01/2010,8.708639656
04/01/2010,8.730043953
05/01/2010,8.375629627
06/01/2010,8.318986125
07/01/2010,8.464425126
08/01/2010,8.597297436
09/01/2010,8.922791624
10/01/2010,9.491677357
11/01/2010,9.210140352
12/01/2010,8.67795057
13/01/2010,8.602269364
14/01/2010,8.614501374
15/01/2010,8.65886635
16/01/2010,8.779403598
17/01/2010,11.0079328
18/01/2010,9.753245889
19/01/2010,9.225130457
20/01/2010,9.017726026
21/01/2010,8.936955604
22/01/2010,9.009325173
25/01/2010,11.48406292
26/01/2010,10.2642342
27/01/2010,9.694431801
28/01/2010,9.440419814
29/01/2010,9.353747835
30/01/2010,9.228474942
31/01/2010,9.303921786
01/02/2010,10.24017405
02/02/2010,9.915959454
03/02/2010,10.11151747
04/02/2010,9.858594784
05/02/2010,10.11900208
06/02/2010,10.00056889
07/02/2010,11.19145218
09/02/2010,10.46333189
10/02/2010,9.654064192
11/02/2010,9.119758994
12/02/2010,8.795733606
13/02/2010,8.448485993
14/02/2010,8.266678443
15/02/2010,8.218517577
16/02/2010,8.242493153
17/02/2010,8.008032847
18/02/2010,8.045267717
19/02/2010,7.928766322
20/02/2010,7.745002804
21/02/2010,7.866338923
22/02/2010,7.941651253
24/02/2010,8.310414994
25/02/2010,7.828038032
26/02/2010,7.87359779
27/02/2010,7.757051142
28/02/2010,7.726212651
01/03/2010,7.775275846
02/03/2010,7.795234929
03/03/2010,7.749753406
04/03/2010,8.068089626
05/03/2010,8.725832057
06/03/2010,7.654443226
07/03/2010,7.60339934
08/03/2010,7.75319427
09/03/2010,7.770223204
10/03/2010,7.631431665
11/03/2010,7.543802868
12/03/2010,7.604396349
13/03/2010,7.584264818
14/03/2010,7.510977752
15/03/2010,7.674617497
16/03/2010,7.712890961
17/03/2010,7.701652363
18/03/2010,7.638198244
19/03/2010,7.562681247
20/03/2010,7.40367029
21/03/2010,7.466227556
22/03/2010,7.612336837
23/03/2010,7.801800402
24/03/2010,8.028781162
25/03/2010,7.730174795
26/03/2010,7.639642288
27/03/2010,7.563200592
28/03/2010,7.486613313
29/03/2010,7.507690078
30/03/2010,7.65396918
31/03/2010,7.61283103
01/04/2010,7.454141078
02/04/2010,7.36707706
03/04/2010,7.452982329
04/04/2010,7.478734826
05/04/2010,7.985143931
06/04/2010,7.821643126
07/04/2010,7.660585462
08/04/2010,7.559559496
09/04/2010,7.576609767
10/04/2010,7.45007957
11/04/2010,7.498869734
12/04/2010,7.515889085
13/04/2010,7.608374474
14/04/2010,7.586296307
15/04/2010,7.680637428
16/04/2010,7.784889296
17/04/2010,7.552237288
18/04/2010,7.598900457
19/04/2010,7.648263031
20/04/2010,7.669961995
21/04/2010,7.855544678
22/04/2010,8.096512918
23/04/2010,8.921057018
24/04/2010,8.398634855
25/04/2010,7.988203597
26/04/2010,8.002694162
27/04/2010,8.0730912
28/04/2010,7.983098941
29/04/2010,7.846198815
30/04/2010,7.786551806
01/05/2010,7.444833274
02/05/2010,7.542213463
03/05/2010,7.642524134
04/05/2010,7.651120176
05/05/2010,7.511524648
06/05/2010,7.676937146
07/05/2010,7.99125393
08/05/2010,7.441906728
09/05/2010,7.383989458
10/05/2010,7.605890001
11/05/2010,7.586803535
12/05/2010,7.621195163
13/05/2010,7.295735073
14/05/2010,7.488852956
15/05/2010,7.273092596
16/05/2010,7.346655163
17/05/2010,7.473637108
18/05/2010,7.355641103
19/05/2010,7.228388452
20/05/2010,7.396948603
21/05/2010,7.475339237
22/05/2010,7.409741954
23/05/2010,7.34601021
24/05/2010,7.407924323
25/05/2010,7.383989458
26/05/2010,7.380879036
27/05/2010,7.206377291
28/05/2010,7.093404626
29/05/2010,7.109879463
30/05/2010,7.055312843
31/05/2010,7.116394144
01/06/2010,7.192182059
02/06/2010,7.249215057
03/06/2010,7.419380583
04/06/2010,7.562161631
05/06/2010,7.433075349
06/06/2010,7.285506549
07/06/2010,7.935587386
08/06/2010,9.019542997
09/06/2010,7.225481473
10/06/2010,7.027314514
11/06/2010,6.799055862
12/06/2010,5.446737372
13/06/2010,5.323009979
14/06/2010,5.262690189
15/06/2010,6.306275287
16/06/2010,6.652863029
17/06/2010,7.21964204
18/06/2010,7.38832786
19/06/2010,7.138867
20/06/2010,7.043159916
21/06/2010,7.206377291
22/06/2010,7.029972912
23/06/2010,7.007600614
24/06/2010,6.918695219
25/06/2010,6.884486652
27/06/2010,6.137727054
29/06/2010,7.206377291
30/06/2010,7.137278437
01/07/2010,7.054449658
02/07/2010,7.112327445
03/07/2010,6.926577033
04/07/2010,6.814542897
06/07/2010,7.355001921
11/07/2010,7.13169851
12/07/2010,7.077498054
13/07/2010,7.242082359
14/07/2010,7.247080585
15/07/2010,7.646353722
16/07/2010,7.456454555
17/07/2010,7.309881486
18/07/2010,7.237778192
19/07/2010,7.275172319
20/07/2010,7.469083885
21/07/2010,7.450660796
22/07/2010,8.127404563
23/07/2010,7.774855767
24/07/2010,7.52131798
25/07/2010,7.549609165
26/07/2010,7.949797216
27/07/2010,7.797702036
28/07/2010,7.799753318
29/07/2010,7.900266037
30/07/2010,7.858254182
31/07/2010,7.941651253
01/08/2010,7.671360923
02/08/2010,8.135346949
03/08/2010,8.687779492
04/08/2010,8.453187861
05/08/2010,8.064636476
06/08/2010,8.009363077
07/08/2010,7.877397186
08/08/2010,7.855157006
09/08/2010,8.140898461
10/08/2010,7.921172722
11/08/2010,7.97074039
12/08/2010,7.965198291
13/08/2010,8.134760782
14/08/2010,7.798523054
15/08/2010,8.307705967
16/08/2010,8.280711076
17/08/2010,8.744488114
18/08/2010,8.59137259
19/08/2010,8.440528106
20/08/2010,8.509765676
21/08/2010,8.355144739
22/08/2010,8.280964401
23/08/2010,8.440528106
24/08/2010,8.313852267
25/08/2010,8.08085642
26/08/2010,8.185907481
27/08/2010,8.856803357
28/08/2010,8.0730912
29/08/2010,8.141481041
30/08/2010,8.187855444
31/08/2010,8.115221973
01/09/2010,8.159088655
02/09/2010,8.204398418
03/09/2010,8.285008895
04/09/2010,8.082711134
05/09/2010,8.245646901
06/09/2010,8.222016437
07/09/2010,8.451267041
08/09/2010,8.551981017
09/09/2010,8.625150333
10/09/2010,9.131946305
11/09/2010,8.339978572
12/09/2010,9.866200968
13/09/2010,9.270776741
14/09/2010,8.77183541
15/09/2010,8.494743063
16/09/2010,8.616314282
17/09/2010,8.947806093
18/09/2010,9.075779879
19/09/2010,9.500469448
20/09/2010,11.42610316
